■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2010-01-01~2010-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,방자전,6/2/2010,"22,490,024,000",1.9%,"22,490,024,000","2,985,483","2,985,483",495,"67,562",한국,한국,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",씨제이엔터테인먼트,청소년관람불가,"사극,코미디,멜로/로맨스",김대우,"김주혁,류승범,조여정,류현경,오달수,송새벽,오정세,공형진,김성령,최무성,김선영,김민교,조창현,안정희,박은혜,조명행,전세하,김형석,박영미,문원주,류현상,송슬기,박대희,유은아,정다혜,윤주영,최성일,김탁호,이진운,양시은,송지인"
11,솔트,7/29/2010,"21,360,288,000",1.8%,"21,360,288,000","2,869,938","2,869,938",556,"53,679",미국,미국,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"스릴러,액션",필립 노이스,안젤리나 졸리
12,부당거래,10/28/2010,"20,996,302,500",1.8%,"20,996,302,500","2,722,996","2,722,996",502,"69,703",한국,한국,"필름트레인,(주)외유내강",씨제이엔터테인먼트,청소년관람불가,"범죄,드라마",류승완,"황정민,김승훈,류승범,유해진,천호진,마동석,김원범,최정현,황병국,조준현,조철현,박형준,한동욱,한상욱,한성희,류수경,한재덕,강유미,서지영,박광호,박미숙,박민정,박민정,박민정,전봉수,전진영,박세준,임정언,권성현,최우성,온세웅,연영식,오상진,김종민,이춘연,이유빈,백승익,오승현,이채은,이미도,이희준,오정세,안길강,김수현,조영진,정만식,차은재"
13,시라노; 연애조작단,9/16/2010,"19,838,369,000",1.7%,"19,838,369,000","2,684,783","2,684,783",415,"77,736",한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",김현석,"엄태웅,이민정,최다니엘,박신혜,박철민,전아민,송새벽,류현경,김유경,박은성,조재형,송다은,한대룡,서대현,김대인,김상렬,이병규,유일한,이미도,이미소,김지영,이대연,권해효"
14,타이탄,4/1/2010,"21,796,996,500",1.9%,"21,796,996,500","2,642,483","2,642,483",694,"87,911",미국,미국,워너 브러더스 픽쳐스,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",루이스 리테리어,"랄프 파인즈,샘 워싱턴,리암 니슨,알렉사 다바로스,젬마 아터튼"
15,드래곤 길들이기,5/20/2010,"27,040,606,000",2.3%,"27,040,606,000","2,562,412","2,562,412",563,"57,264",미국,미국,드림웍스 애니메이션,"유니버설픽쳐스인터내셔널 코리아(유),씨제이엔터테인먼트",전체관람가,"애니메이션,코미디,어드벤처,가족",딘 데블로이스,"제이 바루첼,제라드 버틀러"
16,해리 포터와 죽음의 성물1,12/15/2010,"16,974,636,000",1.5%,"16,974,636,000","2,396,988","2,396,988",717,"40,463",미국,미국,헤이데이필름,워너브러더스 코리아(주),전체관람가,"미스터리,판타지",데이빗 예이츠,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
17,하녀,5/13/2010,"17,038,639,000",1.5%,"17,038,639,000","2,267,556","2,267,556",555,"59,621",한국,한국,"(주)싸이더스,(주)미로비젼",(주)싸이더스,청소년관람불가,"스릴러,멜로/로맨스",임상수,"전도연,이정재,윤여정,서우,박지영,안서현,황정민,문소리,신재민,박지선,박지선,김지선,전신환"
18,나잇&데이,6/24/2010,"16,777,869,600",1.4%,"16,777,869,600","2,243,484","2,243,484",494,"54,797",미국,미국,"뉴리전시 픽쳐스,리젠시 엔터프라이즈,이십세기폭스필름코퍼레이션,트리 라인 필름,로드레벨,핑크",이십세기폭스코리아(주),15세이상관람가,"액션,코미디",제임스 맨골드,"톰 크루즈,카메론 디아즈"
19,슈렉 포에버,7/1/2010,"22,809,145,100",2.0%,"22,809,145,100","2,223,851","2,223,851",561,"51,317",미국,미국,드림웍스 애니메이션,씨제이엔터테인먼트,전체관람가,"애니메이션,코미디,가족",마이크 미첼,"마이크 마이어스,카메론 디아즈,에디 머피,안토니오 반데라스,장광,김옥경,이인성,이봉준"
20,이상한 나라의 앨리스,3/4/2010,"20,334,399,500",1.8%,"20,334,399,500","2,147,012","2,147,012",397,"58,393",미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"판타지,어드벤처,가족",팀 버튼,"조니 뎁,앤 해서웨이,헬레나 본햄 카터,크리스핀 글로버,미아 와시코브스카,마튼 초카스"
21,초능력자,11/10/2010,"15,374,489,000",1.3%,"15,374,489,000","2,130,606","2,130,606",612,"58,000",한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"SF,드라마",김민석,"강동원,김한나,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류아벨,변희봉,김광규,김인권,김소진,이세랑"
22,이클립스,7/7/2010,"14,945,720,000",1.3%,"14,945,720,000","2,069,246","2,069,246",535,"46,355",미국,미국,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스,스릴러",데이빗 슬레이드,"크리스틴 스튜어트,로버트 패틴슨,테일러 로트너"
23,쩨쩨한 로맨스,12/1/2010,"15,338,827,000",1.3%,"15,338,827,000","2,009,586","2,009,586",450,"46,199",한국,한국,(주)크리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"코미디,멜로/로맨스",김정훈,"이선균,최강희,류현경,오정세,석정현,조성환,송유하,최현숙,추연규,류지혜,정구영,박성일,이원종,최희진,신동환,조은지"
24,페르시아의 왕자: 시간의 모래,5/27/2010,"14,483,501,000",1.3%,"14,483,501,000","1,970,823","1,970,823",567,"51,307",미국,미국,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,"액션,어드벤처,판타지",마이크 뉴웰,"제이크 질렌할,젬마 아터튼,벤 킹슬리"
25,퍼시 잭슨과 번개 도둑,2/11/2010,"13,158,158,500",1.1%,"13,158,158,500","1,846,180","1,846,180",334,"43,667",미국,미국,폭스2000픽처스,이십세기폭스코리아(주),12세이상관람가,"판타지,어드벤처",크리스 콜럼버스,"로건 레먼,피어스 브로스넌,우마 서먼,숀 빈,로자리오 도슨,케빈 맥키드"
26,해결사,9/9/2010,"13,844,624,000",1.2%,"13,844,624,000","1,843,404","1,843,404",525,"59,325",한국,한국,(주)외유내강,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",15세이상관람가,"액션,스릴러",권혁재,"이영수,설경구,이정진,오달수,주진모,문정희,송새벽,김형주,황병국,서동필,김재민,박연정,김정팔,이영훈,이준규,이재인,이종석,박진우,이무생,조영진"
27,악마를 보았다,8/12/2010,"13,919,416,500",1.2%,"13,919,416,500","1,817,063","1,817,063",490,"42,721",한국,한국,"(주)페퍼민트앤컴퍼니,(주)씨즈엔터테인먼트",(주)쇼박스,청소년관람불가,스릴러,김지운,"이병헌,최민식,조승민,신정훈,이준혁,김인서,남보라,최문숙,박미선,장정원,윤채영,정지윤,이현용,최무성,천호진,한송이,오산하,조덕제,최진호,전국환,김강일"
28,로빈 후드,5/13/2010,"11,560,588,500",1.0%,"11,560,588,500","1,570,681","1,570,681",544,"41,953",미국,미국,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,사극",리들리 스콧,"러셀 크로우,케이트 블란쳇,막스 본 시도우"
29,무적자,9/16/2010,"11,629,780,500",1.0%,"11,629,780,500","1,546,132","1,546,132",412,"46,186",한국,"한국,홍콩,일본,태국",핑거프린트(주),씨제이엔터테인먼트,15세이상관람가,"드라마,액션",송해성,"주진모,송승헌,김강우,조한선,최재원,홍의정,이신성,임형준,신창수,박현,한상현,류근형,이소희,김재형,김철준,양은혜,서태화,박진우,김해곤"
30,황해,12/22/2010,"11,524,115,000",1.0%,"11,524,115,000","1,497,242","1,497,242",618,"23,295",한국,"한국,미국,중국",㈜팝콘필름,"(주)쇼박스,이십세기폭스코리아(주)",청소년관람불가,"스릴러,액션,범죄",나홍진,"김윤석,하정우,조성하,이철민,박윤호,김기석,박재홍,안서현,박창수,노남석,김기환,백승철,진명,김봉주,고해성,장윤영,권귀덕,강민규,임만규,정명식,임재민,김재화,김윤정,박병은,조재윤,이엘,이영수,장소연,이희준,송원종,정대용,황석정,유하복,최욱,손강국,정만식,공정환,이유미"
31,토이 스토리 3,8/5/2010,"14,319,338,600",1.2%,"14,319,338,600","1,458,865","1,458,865",393,"28,615",미국,미국,"픽사 애니메이션 스튜디오,월트디즈니 애니메이션 스튜디오",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"가족,코미디,판타지",리 언크리치,"톰 행크스,조앤 쿠삭"
32,구르믈 버서난 달처럼,4/28/2010,"10,241,716,500",0.9%,"10,241,716,500","1,383,867","1,383,867",506,"48,314",한국,한국,"(주)영화사아침,(주)타이거픽쳐스",에스케이텔레콤(주),15세이상관람가,"사극,액션",이준익,"황정민,김성훈,차승원,한지혜,백성현,신영훈,김영훈,함철훈,박광설,박미령,정선미,임재윤,권성영,김여정,이달형,박수정,이필훈,양명헌,송영창,박진우,신정근,이해영,김보연,김창완,정재헌,김상호"
33,라스트 에어벤더,8/19/2010,"13,854,892,500",1.2%,"13,854,892,500","1,371,164","1,371,164",399,"32,416",미국,미국,파라마운트 픽쳐스,씨제이엔터테인먼트,전체관람가,"액션,가족,판타지,어드벤처",M. 나이트 샤말란,"잭슨 라스본,데브 파텔,노아 링어,니콜라 펠츠"
34,헬로우 고스트,12/22/2010,"9,796,273,500",0.8%,"9,796,273,500","1,356,230","1,356,230",472,"22,865",한국,한국,(주)워터앤트리,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마",김영탁,"차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강"
35,육혈포 강도단,3/18/2010,"8,651,186,000",0.7%,"8,651,186,000","1,214,237","1,214,237",319,"51,941",한국,한국,(주)전망좋은 영화사,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"코미디,드라마,액션",강효진,"나문희,김수미,김혜옥,임창정,김희원,김광규,강경헌,성소원,김민태,박영희,함성원,김기환,강선미,강선미,서성종,김규동,최동헌,유영채,윤미영,이채은,라미란,장원영,남문철,서승원,이세랑"
36,심야의 F.M.,10/14/2010,"9,179,170,500",0.8%,"9,179,170,500","1,208,306","1,208,306",423,"50,423",한국,한국,"(주)주말의 명화,(주)홍필름",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"스릴러,범죄",김상만,"수애,유지태,정혜영,김동협,제정훈,조영천,김유화,신다은,김보라,최다연,정유미,최용준,김수홍,김윤태,정만식,김규선"
37,레지던트 이블 4: 끝나지 않은 전쟁 3D,9/16/2010,"14,533,948,000",1.3%,"14,533,948,000","1,190,008","1,190,008",337,"37,849",독일,"독일,미국,영국",콘스탄틴 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,청소년관람불가,"공포(호러),스릴러,액션",폴 W.S. 앤더슨,"밀라 요보비치,웬트워스 밀러"
38,나니아 연대기: 새벽 출정호의 항해,12/8/2010,"10,889,884,000",0.9%,"10,889,884,000","1,140,201","1,140,201",493,"32,481",미국,미국,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),전체관람가,"판타지,가족,어드벤처",마이클 앱티드,"벤 반스,조지 헨리,윌 폴터,윌 폴터,스캔더 킨즈,윌리엄 모즐리,윌리엄 모즐리,안나 팝플웰"
39,용서는 없다,1/7/2010,"8,544,828,000",0.7%,"8,597,290,000","1,118,277","1,125,154",323,"33,614",한국,한국,"㈜더드림앤드픽쳐스,(주)시네마서비스",(주)시네마서비스,청소년관람불가,"범죄,스릴러",김형준,"설경구,류승범,한혜진,성지루,박상욱,이정우,김혁,강규환,신민섭,조수빈,강승완,김대상,김도엽,최규동,유태경,임두영,정영훈,정승연,정재훈,최원영,최윤정,최은경,임영진,이종석,남경읍,김홍파,김종수,이도겸,유다인"
40,베스트셀러,4/15/2010,"7,983,184,500",0.7%,"7,983,184,500","1,081,752","1,081,752",308,"41,064",한국,한국,"(주)에코필름,데이지엔터테인먼트",(주)시너지하우스 (시너지),15세이상관람가,"미스터리,스릴러,드라마",이정호,"엄정화,류승룡,이도경,김화영,조상원,남동협,박혁,주명훈,강정식,김대영,이연,이준호,박사랑,김홍파,최무성,조진웅,이성민,오정세,이용녀,조희봉,서이숙"
41,김종욱 찾기,12/8/2010,"7,894,328,000",0.7%,"7,894,328,000","1,081,748","1,081,748",427,"31,167",한국,"한국,인도",(주)수필름,씨제이엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",장유정,"임수정,공유,최지호,이청아,최혜림,조재은,박혜경,권영복,김나정,고지광,유정희,장영주,정동화,정원조,오나라,이우승,김대현,이창원,정준하,오만석,장영남,김강현,최일화,신문성,류승수"
42,마루 밑 아리에티,9/9/2010,"7,649,985,500",0.7%,"7,649,985,500","1,065,967","1,065,967",337,"29,804",일본,일본,스튜디오 지브리,씨제이엔터테인먼트,전체관람가,애니메이션,요네바야시 히로마사,"시다 미라이,카미키 류노스케,미우라 토모카즈,이선영,엄상현,장광,최수민,홍범기"
43,셜록 홈즈,12/23/2009,"7,787,961,500",0.7%,"16,030,423,000","1,052,059","2,183,500",359,"25,768",미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"미스터리,범죄,어드벤처",가이 리치,"로버트 다우니 주니어,주드 로"
44,슈퍼 배드,9/16/2010,"9,717,463,000",0.8%,"9,717,463,000","1,027,050","1,027,050",338,"24,577",미국,미국,일루미네이션 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,가족","피에르 꼬팽,크리스 리노드","미란다 코스그로브,스티브 카렐,태연,서현"
45,파괴된 사나이,7/1/2010,"7,692,092,100",0.7%,"7,692,092,100","1,012,310","1,012,310",363,"31,985",한국,한국,"아이러브시네마,(주)아이필름홀딩스",(주)시너지하우스 (시너지),청소년관람불가,"드라마,스릴러",우민호,"김명민,엄기준,박주미,이병준,김소현,이경근,박지애,김병욱,김태호,최민서,이희주,임윤주,박수용,오민석,이나경,신현종,안서현"
46,셔터 아일랜드,3/18/2010,"7,407,854,500",0.6%,"7,407,854,500","990,223","990,223",272,"29,043",미국,미국,파라마운트 픽쳐스,씨제이엔터테인먼트,15세이상관람가,"드라마,미스터리,스릴러",마틴 스콜세지,"마크 러팔로,레오나르도 디카프리오"
47,방가? 방가!,9/30/2010,"7,013,842,000",0.6%,"7,013,842,000","972,431","972,431",312,"41,556",한국,한국,(주)상상역엔터테인먼트,(주)시너지하우스 (시너지),12세이상관람가,"코미디,드라마",육상효,"김인권,김정태,신현빈,칸 모하마드 아사두즈만,홍덕표,노재훈,이호정,전병덕,최연우,정석용,신정근,전국환,박영수"
48,평행이론,2/18/2010,"6,793,066,000",0.6%,"6,793,066,000","921,111","921,111",265,"32,341",한국,한국,"(주)다세포클럽,씨제이엔터테인먼트",씨제이엔터테인먼트,15세이상관람가,"스릴러,액션,드라마,미스터리",권호영,"지진희,심호성,이종혁,하정우,윤세아,박병은,강동우,권정민,서강호,장원석,박경원,이훈재,박상혁,오성진,오현경,최은찬,김태훈,신정만,박사랑,유하복"
49,투어리스트,12/9/2010,"6,728,872,000",0.6%,"6,728,872,000","901,843","901,843",418,"26,842",미국,미국,지케이필름,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,"드라마,스릴러",플로리안 헨켈 폰 도너스마르크,"안젤리나 졸리,조니 뎁"
50,스카이 라인,11/24/2010,"6,320,601,500",0.5%,"6,320,601,500","860,340","860,340",427,"31,690",미국,미국,블랙먼데이필름서비스,(주)화앤담이엔티,12세이상관람가,"액션,스릴러,SF","콜린 스트로즈,그렉 스트로즈","에릭 벌포,스카티 톰슨,토니 블랙,브리타니 다니엘,크리스탈 리드,닐 홉킨스,데이빗 제야스"
51,고死 두 번째 이야기: 교생실습,7/28/2010,"5,802,318,000",0.5%,"5,802,318,000","857,038","857,038",313,"23,307",한국,한국,(주)코어콘텐츠미디어,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"공포(호러),스릴러",유선동,"김수로,황정음,윤시윤,김민영,박지연,박은빈,강내균,강성용,권현상,윤승아,황병현,박영주,박진수,남보라,박혜연,김기철,이동희,지성한,김도연,유미나,이상진,최민선,전상호,박상아,최아진,이종원,이용녀,지창욱,김진황"
52,A-특공대,6/10/2010,"5,795,794,000",0.5%,"5,795,794,000","777,985","777,985",323,"26,460",미국,미국,듄 엔터테인먼트,이십세기폭스코리아(주),15세이상관람가,액션,조 카나한,"리암 니슨,퀸튼 잭슨,브래들리 쿠퍼,제시카 비엘,샬토 코플리,패트릭 윌슨"
53,주유소 습격사건 2,1/21/2010,"5,379,208,500",0.5%,"5,379,208,500","729,834","729,834",315,"27,844",한국,한국,"㈜감독의집,(주)시네마서비스",(주)시네마서비스,15세이상관람가,"액션,코미디",김상진,"지현우,조한선,박영규,송율규,정재훈,문원주,나해리,탁트인,김정운,강경덕,신승훈,조영민,김윤성,박진영,배선옥,백종민,강승완,정규영,정찬석,김상진,유승우,유용주,박상욱,이세미,정지호,이영식,김태훈,이정임,이미도,조덕현,박상면,이도겸"
54,마음이2,7/21/2010,"4,631,432,000",0.4%,"4,631,432,000","696,382","696,382",262,"20,458",한국,"한국,중국","북경금전영업유한공사,(주)씨엘엔터테인먼트,(주)화인웍스",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,드라마,이정철,"달이,성동일,김정태,송중기,정훈영,신민철,정주연,최희선,왕석현,권해효"
55,내 깡패 같은 애인,5/20/2010,"5,028,520,000",0.4%,"5,028,520,000","688,639","688,639",265,"25,806",한국,한국,(주)제이케이필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디,멜로/로맨스",김광식,"박중훈,정유미,박원상,정우혁,정인기,권세인,노승범,민경진,조원철,박정원,황혜영,박화진,유영기,유지연,장석훈,정소희,최원태,송경의,이채은,권율"
56,스텝 업 3D,8/5/2010,"7,345,439,000",0.6%,"7,345,439,000","671,845","671,845",250,"14,805",미국,미국,오프스프링,(주)화앤담이엔티,12세이상관람가,"드라마,멜로/로맨스",존 추,"샤니 빈슨,릭 말람브리,애덤 G. 세바니"
57,하늘에서 음식이 내린다면,2/11/2010,"5,413,862,500",0.5%,"5,413,862,500","654,510","654,510",282,"16,556",미국,미국,소니 픽쳐스 애니메이션,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"애니메이션,가족","필 로드,크리스 밀러","빌 헤이더,제임스 칸,앤디 샘버그,안나 패리스"
58,새미의 어드벤쳐,12/15/2010,"6,108,607,500",0.5%,"6,108,607,500","647,860","647,860",309,"14,302",벨기에,벨기에,엔웨이브필름,씨제이엔터테인먼트,전체관람가,"애니메이션,어드벤처",벤 스타센,"멜라니 그리피스,이사벨 퍼만,유리 로웬탈,대성,최설리(설리),윤형빈"
59,오션스,7/28/2010,"4,403,647,500",0.4%,"4,403,647,500","640,632","640,632",212,"14,915",프랑스,프랑스,가라티필름,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"다큐멘터리,드라마","자끄 페렝,자크 클로드","정보석,배한성,진지희"
60,명탐정 코난: 천공의 난파선,7/21/2010,"4,002,088,500",0.3%,"4,002,088,500","618,420","618,420",235,"11,902",일본,일본,도쿄 무비 신사,에이원엔터테인먼트,전체관람가,"애니메이션,가족",야마모토 야스이치로,"타카야마 미나미,야마자키 와카나,야마구치 캇페이,하야시바라 메구미,호리카와 료,김선혜,강수진"
61,이층의 악당,11/24/2010,"4,271,750,500",0.4%,"4,271,750,500","596,851","596,851",379,"26,998",한국,한국,(유)이층의 악당 문화산업전문회사,(주)싸이더스,15세이상관람가,"코미디,미스터리",손재곤,"오재균,한석규,김혜수,송병철,한민,권혁석,서정수,유승호,이현숙,김우혁,지우,동호,이용녀"
62,그린 존,3/25/2010,"4,460,075,000",0.4%,"4,460,075,000","596,403","596,403",268,"27,563",미국,미국,유니버셜 픽쳐스,(주)싸이더스,15세이상관람가,"드라마,전쟁,액션",폴 그린그래스,"맷 데이먼,제이슨 아이삭스"
63,반가운 살인자,4/8/2010,"4,285,830,500",0.4%,"4,285,830,500","590,531","590,531",264,"29,724",한국,한국,(주)영화사소풍,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"코미디,스릴러",김동욱,"김미소,유오성,김동욱,심은경,김응수,허행욱,신정민,김태형,김정식,이미도,송옥숙"
64,레터스 투 줄리엣,10/6/2010,"4,270,689,500",0.4%,"4,270,689,500","582,958","582,958",283,"28,683",미국,미국,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"멜로/로맨스,코미디",게리 위닉,"아만다 사이프리드,크리스토퍼 에건,가엘 가르시아 베르날,바네사 레드그레이브"
65,퀴즈왕,9/16/2010,"4,188,846,000",0.4%,"4,188,846,000","573,001","573,001",321,"23,579",한국,한국,소란플레이먼트(주),(주)시네마서비스,15세이상관람가,코미디,장진,"김수로,한재석,송영창,류승룡,장영남,이지용,류덕환,손일준,조덕현,박준서,한상구,한수진,고성일,장진,이수영,김용구,이태웅,이종필,김병옥,이철민,김원해,이한위,이해영,심은경"
66,마법사의 제자,7/21/2010,"4,057,522,000",0.4%,"4,057,522,000","570,775","570,775",300,"19,017",미국,미국,,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"드라마,액션,판타지,어드벤처",존 터틀타웁,"니콜라스 케이지,모니카 벨루치"
67,라스트 갓파더,12/29/2010,"3,953,691,500",0.3%,"3,953,691,500","543,544","543,544",493,"8,275",한국,"한국,미국",㈜영구아트,씨제이엔터테인먼트,12세이상관람가,코미디,심형래,"심형래,마이클 리스폴리,하비 케이틀,제이슨 미웨스,조셀린 도나휴,안소희"
