■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-05-03,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2016-01-01~2016-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
17,귀향,2/24/2016,"27,249,738,990",1.6%,"27,249,738,990","3,587,173","3,587,173",876,"90,286",한국,한국,주식회사 제이오엔터테인먼트코리아,(주)와우픽쳐스,15세이상관람가,드라마,조정래,"손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신"
18,데드풀,2/17/2016,"27,595,618,651",1.6%,"27,595,618,651","3,317,196","3,317,196","1,036","82,521",미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,SF",팀 밀러,"라이언 레이놀즈,모레나 바카린,에드 스크레인,지나 카라노,T.J. 밀러,브리아나 힐데브란드"
19,나우 유 씨 미 2,7/13/2016,"25,116,690,113",1.4%,"25,116,690,113","3,100,113","3,100,113","1,200","56,981",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션",존 추,"제시 아이젠버그,마크 러팔로,우디 해럴슨,데이브 프랑코,다니엘 래드클리프,리지 캐플란,주걸륜,마이클 케인,모건 프리먼"
20,형,11/23/2016,"23,113,768,293",1.3%,"23,113,768,293","2,979,659","2,979,659",993,"83,518",한국,한국,굿초이스컷픽쳐스(주),씨제이이앤엠(주),12세이상관람가,"코미디,드라마",권수경,"조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈"
21,엑스맨: 아포칼립스,5/25/2016,"24,467,887,950",1.4%,"24,467,887,950","2,938,818","2,938,818","1,262","66,471",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",브라이언 싱어,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,오스카 아이삭,니콜라스 홀트,로즈 번,타이 쉐리던,소피 터너,올리비아 문,루카스 틸"
22,미스 페레그린과 이상한 아이들의 집,9/28/2016,"21,841,214,586",1.3%,"21,841,214,586","2,718,158","2,718,158",904,"70,451",미국,"미국,벨기에,영국",,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀 버튼,"에바 그린,사무엘 L. 잭슨,아사 버터필드,앨리슨 제니,킴 디킨스,주디 덴치,크리스 오다우드"
23,히말라야,12/16/2015,"20,705,587,567",1.2%,"60,175,363,015","2,630,352","7,759,761",955,"61,673",한국,한국,(주)제이케이필름,씨제이이앤엠(주),12세이상관람가,드라마,이석훈,"황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률,조달환,김태강,권오상"
24,제이슨 본,7/27/2016,"21,253,434,663",1.2%,"21,253,434,663","2,611,966","2,611,966",827,"39,806",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,스릴러",폴 그린그래스,"맷 데이먼,줄리아 스타일즈,토미 리 존스,뱅상 카셀,알리시아 비칸데르"
25,도리를 찾아서,7/6/2016,"20,703,899,933",1.2%,"20,703,899,933","2,601,734","2,601,734","1,091","55,110",미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",앤드류 스탠튼,"엘렌 드제너스,알버트 브룩스,다이안 키튼"
26,아수라,9/28/2016,"20,576,226,662",1.2%,"20,576,226,662","2,594,028","2,594,028","1,278","68,040",한국,한국,(주)사나이픽처스,씨제이이앤엠(주),청소년관람불가,"범죄,액션",김성수,"정우성,김현빈,황정민,주지훈,곽도원,정만식,김원해,김종수,김해곤,윤지혜,오연아,윤제문,이종성,장근영,박지환,손영진,양영일,유정호,윤성민,이가경,이광기,이상민,채성원,김남조,노남석,박갑진"
27,정글북,6/9/2016,"21,517,647,134",1.2%,"21,517,647,134","2,537,438","2,537,438",924,"59,041",미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"어드벤처,드라마",존 파브로,"닐 세티,빌 머레이,스칼렛 요한슨,벤 킹슬리,이드리스 엘바,루피타 뇽,크리스토퍼 월켄,지안카를로 에스포지토"
28,마이펫의 이중생활,8/3/2016,"19,406,436,655",1.1%,"19,406,436,655","2,520,670","2,520,670",726,"39,653",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,코미디,가족",크리스 리노드,"스티브 쿠건,엘리 켐퍼,레이크 벨,데이너 카비,케빈 하트"
29,라라랜드,12/7/2016,"19,996,139,232",1.1%,"19,996,139,232","2,385,108","2,385,108",727,"56,408",미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",데이미언 셔젤,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
30,배트맨 대 슈퍼맨: 저스티스의 시작,3/24/2016,"18,906,246,428",1.1%,"18,906,246,428","2,256,913","2,256,913","1,709","95,669",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지",잭 스나이더,"헨리 카빌,벤 애플렉,에이미 아담스,로렌스 피쉬번,제시 아이젠버그,제레미 아이언스,홀리 헌터,갤 가돗"
31,굿바이 싱글,6/29/2016,"16,912,706,195",1.0%,"16,912,706,195","2,108,273","2,108,273",841,"56,380",한국,한국,"호두앤유 엔터테인먼트(주),(주)영화사람",(주)쇼박스,15세이상관람가,"코미디,드라마",김태곤,"김혜수,마동석,김현수,김용건,서현진,곽시양,전석호,이미도,이성민,황미영,이형미,박지영,정준화,유성진,윤환,이수경,최문석,홍민희,김근영,안재홍,황승언,김고은,목규리,이선빈"
32,봉이 김선달,7/6/2016,"16,227,052,642",0.9%,"16,227,052,642","2,051,277","2,051,277",942,"51,418",한국,한국,"(주)엠픽처스,(주)에스엔케이픽처스",씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희,이규형"
33,레버넌트: 죽음에서 돌아온 자,1/14/2016,"16,107,360,130",0.9%,"16,111,327,130","2,007,188","2,007,665",967,"55,063",미국,미국,,이십세기폭스코리아(주),15세이상관람가,"어드벤처,드라마",알레한드로 곤잘레스 이냐리투,"레오나르도 디카프리오,톰 하디"
34,컨저링 2,6/9/2016,"15,759,374,229",0.9%,"15,759,374,229","1,928,605","1,928,605",640,"45,816",미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),제임스 완,"베라 파미가,패트릭 윌슨,프란카 포텐테,프란시스 오코너,스털링 제린스"
35,내부자들: 디 오리지널,12/31/2015,"15,742,927,260",0.9%,"16,979,714,975","1,924,720","2,084,868",838,"45,697",한국,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"신지수,이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,박진우,남일우,김의성,손종학,조덕제,유재명"
36,수어사이드 스쿼드,8/3/2016,"15,874,111,188",0.9%,"15,874,111,188","1,898,220","1,898,220",823,"29,512",미국,미국,,워너브러더스 코리아(주),15세이상관람가,액션,데이비드 에이어,"윌 스미스,자레드 레토,마고 로비,스콧 이스트우드,카라 델러비인,제이 코트니,조엘 킨나만,비올라 데이비스,제이 헤르난데즈,애덤 비치,카렌 후쿠하라,커먼,벤 애플렉"
37,인디펜던스 데이 : 리써전스,6/22/2016,"12,770,879,840",0.7%,"12,770,879,840","1,500,830","1,500,830",926,"47,432",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",롤랜드 에머리히,"빌 풀만,리암 헴스워스,제프 골드블럼,비비카 A. 폭스,제시 어셔"
38,탐정 홍길동: 사라진 마을,5/4/2016,"11,516,170,845",0.7%,"11,516,170,845","1,430,885","1,430,885",764,"41,076",한국,한국,(주)영화사비단길,씨제이이앤엠(주),15세이상관람가,"드라마,액션",조성희,"이제훈,김성균,박근형,정성화,고아라,노정의,김하나,유승목,박정원,박지훈,오현암,유정래,윤상훈,이민아,이민지,이상희,정준용,김하나"
39,벤허,9/14/2016,"11,410,860,395",0.7%,"11,410,860,395","1,400,301","1,400,301",717,"38,941",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"어드벤처,드라마",티무르 베크맘베토브,"잭 휴스턴,토비 켑벨,모건 프리먼,로드리고 산토로,할룩 빌기너,요한 필리프 아스베크,모이세스 아리아스,아예렛 주러,소피아 블랙 디엘리아,제임스 코스모,다토 바크하제,자레스 J. 메즈"
40,굿 다이노,1/7/2016,"9,756,167,238",0.6%,"9,766,629,238","1,328,913","1,330,183",814,"33,127",미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,어드벤처,코미디",피터 손,
41,셜록: 유령신부,1/2/2016,"9,992,425,049",0.6%,"9,992,425,049","1,278,894","1,278,894",891,"32,683",영국,영국,,메가박스중앙(주)플러스엠,12세이상관람가,"범죄,드라마",더글라스 맥키넌,"베네딕트 컴버배치,마틴 프리먼"
42,특별수사: 사형수의 편지,6/16/2016,"9,929,947,065",0.6%,"9,929,947,065","1,241,899","1,241,899",691,"39,372",한국,한국,(주)콘텐츠케이,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",권종관,"김명민,김상호,성동일,김영애,김향기,김뢰하,박수영,박혁권,최병모,오민석,이지훈,박지환,신구,이한위,이문식,김명국,정택호,차상민,이성욱,이승훈"
43,시간이탈자,4/13/2016,"9,731,838,195",0.6%,"9,731,838,195","1,202,384","1,202,384",733,"55,075",한국,한국,"씨제이이앤엠(주),상상필름(주)",씨제이이앤엠(주),15세이상관람가,스릴러,곽재용,"임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이태리,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영,이봄"
44,동주,2/17/2016,"8,889,077,089",0.5%,"8,889,077,089","1,172,641","1,172,641",543,"39,958",한국,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일"
45,워크래프트: 전쟁의 서막,6/9/2016,"10,142,271,205",0.6%,"10,142,271,205","1,163,274","1,163,274",736,"34,087",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,판타지",던칸 존스,"트래비스 핌멜,벤 포스터,폴라 패튼,도미닉 쿠퍼,클랜시 브라운,토비 켑벨"
46,스타트렉 비욘드,8/17/2016,"10,190,375,820",0.6%,"10,190,375,820","1,157,156","1,157,156",716,"38,199",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,SF",저스틴 린,"크리스 파인,사이먼 페그,조 샐다나,재커리 퀸토,칼 어번,안톤 옐친,존 조,이드리스 엘바,소피아 부텔라"
47,미씽: 사라진 여자,11/30/2016,"8,881,616,256",0.5%,"8,881,616,256","1,153,109","1,153,109",790,"40,617",한국,한국,다이스필름(주),메가박스중앙(주)플러스엠,15세이상관람가,미스터리,이언희,"서하늬,엄지원,공효진,강태수,김광호,김석태,김용철,김해일,서인덕,안재만,고준,김선영,홍성덕"
48,"당신, 거기 있어줄래요",12/14/2016,"8,999,085,248",0.5%,"8,999,085,248","1,124,815","1,124,815",767,"39,181",한국,한국,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"판타지,드라마",홍지영,"김윤석,변요한,채서진,김상호,안세하,박혜수,김호정,한한나,이유미,윤진영,전준영"
49,라이트 아웃,8/24/2016,"8,893,059,975",0.5%,"8,893,059,975","1,111,284","1,111,284",659,"34,444",미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),데이비드 F. 샌드버그,"테레사 팔머,알리시아 벨라 베일리,가브리엘 베이트먼,알렉산더 디퍼시아"
50,오빠생각,1/21/2016,"8,060,591,287",0.5%,"8,060,591,287","1,069,864","1,069,864",855,"44,801",한국,한국,(주)조이래빗,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"드라마,전쟁",이한,"김현빈,임시완,고아성,이희준,이준혁,정준원,이레,김영재,임윤경,정대웅,정병두,정세훈,이건하,이성욱,이승빈,이승준,이연화,홍동영,홍솔,강현구,정준용,탕준상,김대현,여윤호,이현정"
51,"날, 보러와요",4/7/2016,"8,836,144,063",0.5%,"8,836,144,063","1,063,442","1,063,442",683,"49,237",한국,한국,"영화사올(주),(주)발렌타인필름",메가박스중앙(주)플러스엠,청소년관람불가,"미스터리,스릴러",이철하,"강예원,이상윤,최진호,지대한,김종수,이학주,장태성,유건,길해연,조재윤,이형석,박송해,정경일,안용우,안지혜,안지혜,최낙영,이규호,이상백,이승진,김호원,황성준"
52,씽,12/21/2016,"8,203,857,789",0.5%,"8,203,857,789","1,063,175","1,063,175",795,"19,645",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,뮤지컬",가스 제닝스,"매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,태런 에저튼,세스 맥팔레인"
53,맨 인 더 다크,10/5/2016,"8,480,368,672",0.5%,"8,480,368,672","1,003,406","1,003,406",671,"40,136",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,페드 알바레즈,"제인 레비,딜런 미네트,스티븐 랭,다니엘 조바토"
54,"고산자, 대동여지도",9/7/2016,"7,801,007,258",0.4%,"7,801,007,258","974,262","974,262",765,"38,048",한국,한국,(주)시네마서비스,씨제이이앤엠(주),전체관람가,사극,강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,노경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이승철,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용,김기정,오희준"
55,미 비포 유,6/1/2016,"7,663,772,990",0.4%,"7,663,772,990","945,172","945,172",481,"28,458",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아 샤록,"에밀리아 클라크,샘 클라플린,매튜 루이스"
56,매그니피센트 7,9/14/2016,"7,633,490,421",0.4%,"7,633,490,421","921,317","921,317",579,"27,648",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,서부극(웨스턴)",안톤 후쿠아,"덴젤 워싱턴,크리스 프랫,이병헌,에단 호크,맷 보머,빈센트 도노프리오,해일리 베넷,캠 지갠뎃"
57,갓 오브 이집트,3/3/2016,"7,621,291,624",0.4%,"7,621,291,624","919,834","919,834",618,"35,323",미국,미국,,"(주)시네마서비스,(주)나이너스엔터테인먼트",12세이상관람가,"어드벤처,판타지",알렉스 프로야스,"제라드 버틀러,니콜라이 코스터 왈도,코트니 이튼,브렌튼 스웨이츠,애비 리"
58,레전드 오브 타잔,6/29/2016,"7,196,970,717",0.4%,"7,196,970,717","858,402","858,402",593,"28,021",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처",데이빗 예이츠,"알렉산더 스카스가드,마고 로비,크리스토프 왈츠,사무엘 L. 잭슨,디몬 하운수,존 허트,짐 브로드벤트"
59,좋아해줘,2/17/2016,"6,572,774,337",0.4%,"6,572,774,337","848,148","848,148",637,"27,125",한국,한국,"리양필름(주),(주)제이케이필름",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,코미디",박현진,"이미연,최지우,김주혁,유아인,강하늘,이솜,하석진,지윤호,한재영,선주아,이춘우,이한승,이현서,장원진,전호성,송창현,이서연,이성진,이승연,이정은"
60,브리짓 존스의 베이비,9/28/2016,"6,678,585,874",0.4%,"6,678,585,874","820,995","820,995",509,"30,736",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,멜로/로맨스",샤론 맥과이어,"르네 젤위거,콜린 퍼스,패트릭 뎀시"
61,스플릿,11/9/2016,"6,102,712,539",0.4%,"6,102,712,539","758,195","758,195",702,"32,616",한국,한국,오퍼스픽쳐스(유),오퍼스픽쳐스(유),15세이상관람가,드라마,최국희,"유지태,이정현,이다윗,정성화,김지은,김태훈,신민수,윤수현,이정주,이지수,조선묵,조수정,최승"
62,런던 해즈 폴른,3/10/2016,"5,908,367,979",0.3%,"5,908,367,979","731,584","731,584",526,"37,569",미국,"미국,영국",,메가박스중앙(주)플러스엠,15세이상관람가,"액션,범죄,스릴러",바박 나자피,"제라드 버틀러,아론 에크하트,모건 프리먼,안젤라 바셋"
63,국가대표 2,8/10/2016,"5,482,232,042",0.3%,"5,482,232,042","709,929","709,929",562,"20,689",한국,한국,케이엠컬쳐㈜,메가박스중앙(주)플러스엠,12세이상관람가,드라마,김종현,"수애,오달수,오연서,하재숙,김슬기,김예원,진지희,임진영,박진하,전송이,방추성,백상훈,서은정,조규영,안승호,조수지,조희윤,이경선,이민지,이선미,이영화,함지후,곽지유"
64,인페르노,10/19/2016,"5,656,281,303",0.3%,"5,656,281,303","689,071","689,071",754,"31,809",미국,"미국,일본,터키,헝가리",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"미스터리,스릴러",론 하워드,"톰 행크스,펠리시티 존스,벤 포스터,이르판 칸,오마 사이,시드 바벳 크누센,안나 울라루"
65,앵그리버드 더 무비,5/19/2016,"5,218,111,744",0.3%,"5,218,111,744","680,606","680,606",661,"15,812",미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",
66,그날의 분위기,1/14/2016,"5,149,571,612",0.3%,"5,149,571,612","653,287","653,287",592,"27,186",한국,한국,영화사 문(주),(주)쇼박스,15세이상관람가,멜로/로맨스,조규장,"김정희,문채원,유연석,조재윤,김슬기,이해영,이연두,박민우,이창해,인교진,임영,박태영,정경옥,박호진,정라엘,서정희,오형근,이범희,이은정,이정은"
67,사냥,6/29/2016,"4,912,658,515",0.3%,"4,912,658,515","645,922","645,922",696,"28,862",한국,한국,(주)빅스톤픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,이우철,"안성기,조진웅,한예리,권율,손현주,박병은,예수정,차순배"
68,널 기다리며,3/10/2016,"5,234,303,336",0.3%,"5,234,303,336","635,235","635,235",551,"33,774",한국,한국,"(주)영화사수작,주식회사 모티브랩,(주)디씨지플러스",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,모홍진,"심은경,윤제문,김성오,오태경,정해균,안재홍,김원해,지대한,이호열,장준현,정재숙,정진혁,조제웅,유경훈,이동혁"
69,설리: 허드슨강의 기적,9/28/2016,"5,234,170,754",0.3%,"5,234,170,754","627,102","627,102",573,"26,609",미국,미국,,워너브러더스 코리아(주),12세이상관람가,드라마,클린트 이스트우드,"톰 행크스,아론 에크하트,로라 린니"
70,잭 리처: 네버 고 백,11/30/2016,"4,638,072,258",0.3%,"4,638,072,258","611,097","611,097",667,"23,659",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,범죄,드라마",에드워드 즈윅,"톰 크루즈,코비 스멀더스,로버트 네퍼,알디스 호지,제이슨 더글러스,다니카 야로쉬,홀트 맥칼라니"
71,로그 원: 스타워즈 스토리,12/28/2016,"5,127,537,094",0.3%,"5,127,537,094","596,487","596,487",907,"15,441",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",가렛 에드워즈,"펠리시티 존스,디에고 루나,매즈 미켈슨,리즈 아메드,포레스트 휘테커,견자단,알란 터딕,강문"
